,location,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,make,model,region,car_age,car_name,power_per_cc
4805,Kolkata,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1.8718021769015913,Mahindra,XUV500,East,7,Mahindra XUV500,0.06424965580541533
4806,Jaipur,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,-0.16251892949777494,Maruti,Omni,North,15,Maruti Omni,0.04396984924623116
4807,Delhi,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,1.9810014688665833,Skoda,Superb,North,6,Skoda Superb,0.09869855394883204
4808,Pune,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1.5040773967762742,Maruti,Swift,West,7,Maruti Swift,0.05929487179487179
4809,Mumbai,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,1.4469189829363254,Mahindra,Scorpio,West,9,Mahindra Scorpio,0.05507113354749885
4810,Chennai,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,3.258096538021482,Mercedes-Benz,GLA,South,3,Mercedes-Benz GLA,0.09191361125062783
4811,Coimbatore,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,2.2679936482244267,Mahindra,Thar,South,2,Mahindra Thar,0.042033626901521216
4812,Bangalore,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,1.9242486522741338,Renault,Duster,South,6,Renault Duster,0.0742299794661191
4813,Coimbatore,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,3.164630810015805,Audi,Q5,South,6,Audi Q5,0.08516260162601626
4814,Delhi,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,2.7568403652716422,Others,Rover,North,6,Others Rover,0.06769619091326295
4815,Pune,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,1.252762968495368,Volkswagen,Vento,West,7,Volkswagen Vento,0.06483103879849812
4816,Delhi,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,1.944480556245719,BMW,5,North,13,BMW 5,0.1027190332326284
4817,Coimbatore,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,2.745345985845907,Hyundai,Elantra,South,0,Hyundai Elantra,0.0797724399494311
4818,Coimbatore,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,1.665818245870208,Tata,Sumo,South,4,Tata Sumo,0.02834912043301759
4819,Kolkata,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,0.8109302162163288,Others,redi-GO,East,3,Others redi-GO,0.06713391739674593
4820,Chennai,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,2.995732273553991,BMW,X5,South,10,BMW X5,0.08185766789174741
4821,Mumbai,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,3.8607297110405954,BMW,6,West,8,BMW 6,0.10238907849829351
4822,Chennai,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,0.19885085874516517,Maruti,Alto,South,17,Maruti Alto,0.04429783223374175
4823,Chennai,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1.2947271675944,Volkswagen,Polo,South,7,Volkswagen Polo,0.06168614357262104
4824,Pune,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,1.1314021114911006,Others,GO,West,3,Others GO,0.055926544240400666
4825,Bangalore,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,2.4423470353692043,Hyundai,Creta,South,3,Hyundai Creta,0.07624135763670647
4826,Kochi,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,1.2412685890696329,Maruti,Alto,South,4,Maruti Alto,0.06723446893787574
4827,Coimbatore,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,2.125847914493992,Hyundai,Santa,South,6,Hyundai Santa,0.08835834470213734
4828,Pune,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,1.5686159179138452,Volkswagen,Polo,West,5,Volkswagen Polo,0.06483103879849812
4829,Pune,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,1.5040773967762742,Honda,Amaze,West,5,Honda Amaze,0.06582109479305741
4830,Chennai,95000,Petrol,Manual,First,15.9,1298.0,85.0,5.0,-0.2231435513142097,Maruti,Esteem,South,15,Maruti Esteem,0.06548536209553159
4831,Kolkata,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1.3737155789130306,Maruti,Swift,East,5,Maruti Swift,0.05929487179487179
4832,Hyderabad,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,1.2947271675944,Skoda,Rapid,South,7,Skoda Rapid,0.06476846057571965
4833,Mumbai,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,2.302585092994046,Mercedes-Benz,E-Class,West,14,Mercedes-Benz E-Class,0.06645463675929025
4834,Delhi,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,1.3862943611198906,Mahindra,Scorpio,North,8,Mahindra Scorpio,0.05507113354749885
4835,Hyderabad,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,1.55814461804655,Nissan,Sunny,South,7,Nissan Sunny,0.05804243668720054
4836,Bangalore,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.1314021114911006,Maruti,Swift,South,10,Maruti Swift,0.06610169491525424
4837,Kochi,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.2837077723447896,Hyundai,EON,South,2,Hyundai EON,0.06781326781326781
4838,Coimbatore,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.4562867329399256,Honda,Brio,South,4,Honda Brio,0.07245409015025041
4839,Kolkata,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,0.7561219797213337,Nissan,Micra,East,8,Nissan Micra,0.06260434056761269
4840,Mumbai,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.09531017980432493,Maruti,Alto,West,11,Maruti Alto,0.05816582914572864
4841,Hyderabad,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2.6354795082673745,BMW,3,South,8,BMW 3,0.09523809523809523
4842,Mumbai,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,1.6770965609079151,Volkswagen,Polo,West,5,Volkswagen Polo,0.06176961602671119
4843,Hyderabad,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,1.3609765531356006,Maruti,Celerio,South,5,Maruti Celerio,0.06717434869739479
4844,Kolkata,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,1.0296194171811581,Maruti,Wagon,East,5,Maruti Wagon,0.0683375104427736
4845,Mumbai,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,2.169053700369523,Maruti,Ciaz,West,3,Maruti Ciaz,0.07091346153846154
4846,Hyderabad,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,2.970414465569701,Audi,A4,South,6,Audi A4,0.07495426829268292
4847,Kolkata,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.0116009116784799,Honda,Brio,East,6,Honda Brio,0.07245409015025041
4848,Hyderabad,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,2.0794415416798357,Mahindra,Scorpio,South,6,Mahindra Scorpio,0.05507113354749885
4849,Delhi,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1.7404661748405046,Honda,City,North,5,Honda City,0.06582109479305741
4850,Ahmedabad,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,2.5257286443082556,BMW,X1,West,7,BMW X1,0.09223057644110276
4851,Chennai,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.5596157879354227,Chevrolet,Spark,South,8,Chevrolet Spark,0.062311557788944726
4852,Chennai,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,0.6418538861723947,Ford,Figo,South,9,Ford Figo,0.04860614724803431
4853,Ahmedabad,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,1.5040773967762742,Maruti,Swift,West,4,Maruti Swift,0.0683375104427736
4854,Mumbai,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,3.4111477125153233,Mercedes-Benz,New,West,4,Mercedes-Benz New,0.07932804479701354
4855,Hyderabad,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,2.772588722239781,Skoda,Octavia,South,5,Skoda Octavia,0.07164634146341463
4856,Kochi,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,3.4898185733156835,BMW,X3,South,2,BMW X3,0.09523809523809523
4857,Jaipur,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,0.9162907318741551,Hyundai,EON,North,4,Hyundai EON,0.06781326781326781
4858,Hyderabad,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,3.7612001156935624,Audi,A4,South,2,Audi A4,0.09539634146341464
4859,Kochi,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,1.682688374173693,Ford,Figo,South,2,Ford Figo,0.0725752508361204
4860,Hyderabad,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,0.9745596399981308,Maruti,Alto,South,6,Maruti Alto,0.06723446893787574
4861,Hyderabad,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,1.1939224684724346,Maruti,Alto,South,2,Maruti Alto,0.059422110552763814
4862,Hyderabad,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3.5263605246161616,Mercedes-Benz,New,South,4,Mercedes-Benz New,0.07821745216985534
4863,Chennai,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,-0.35667494393873245,Hyundai,Santro,South,18,Hyundai Santro,0.06261510128913444
4864,Kochi,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,1.9213246735826988,Hyundai,Xcent,South,2,Hyundai Xcent,0.06339285714285714
4865,Kochi,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1.7526720805200082,Honda,Amaze,South,3,Honda Amaze,0.06582109479305741
4866,Chennai,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1.1314021114911006,Maruti,Swift,South,11,Maruti Swift,0.06009615384615385
4867,Mumbai,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,1.599387576580599,Volkswagen,Polo,West,2,Volkswagen Polo,0.061718098415346125
4868,Bangalore,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2.7880929087757464,Audi,A4,South,6,Audi A4,0.08858231707317074
4869,Coimbatore,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,3.961574784257394,Others,Rover,South,7,Others Rover,0.07052896725440806
4870,Chennai,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,1.8562979903656263,Mahindra,XUV500,South,8,Mahindra XUV500,0.06424965580541533
4871,Bangalore,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,1.9387416595767009,Ford,Endeavour,South,8,Ford Endeavour,0.056422569027611044
4872,Kolkata,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,-0.16251892949777494,Tata,Indica,East,11,Tata Indica,0.03832378223495702
4873,Chennai,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1.9387416595767009,Maruti,Baleno,South,3,Maruti Baleno,0.06942355889724311
4874,Kolkata,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,1.2383742310432684,Hyundai,Xcent,East,2,Hyundai Xcent,0.06339285714285714
4875,Delhi,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,1.0116009116784799,Honda,Civic,North,11,Honda Civic,0.07226236798221233
4876,Delhi,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,1.599387576580599,Hyundai,i20,North,4,Hyundai i20,0.06836257309941521
4877,Coimbatore,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,2.263844264677615,Tata,Nexon,South,1,Tata Nexon,0.09056761268781302
4878,Coimbatore,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.9154509415706047,Hyundai,i20,South,3,Hyundai i20,0.06836257309941521
4879,Mumbai,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,1.5040773967762742,Maruti,Swift,West,5,Maruti Swift,0.07167919799498747
4880,Kochi,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,1.1019400787607843,Maruti,Wagon,South,5,Maruti Wagon,0.06717434869739479
4881,Bangalore,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,1.4816045409242156,Hyundai,i20,South,7,Hyundai i20,0.06358166189111748
4882,Hyderabad,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2.8616292890305104,Toyota,Fortuner,South,7,Toyota Fortuner,0.05650570087189805
4883,Coimbatore,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.5390154481375546,Hyundai,i10,South,5,Hyundai i10,0.06591478696741855
4884,Chennai,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1.7047480922384253,Hyundai,Grand,South,4,Hyundai Grand,0.06850459482038429
4885,Ahmedabad,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.791759469228055,Hyundai,i20,West,3,Hyundai i20,0.06836257309941521
4886,Hyderabad,76000,Petrol,Automatic,First,17.0,1086.0,62.279310344827586,5.0,0.8754687373538999,Hyundai,Santro,South,12,Hyundai Santro,0.057347431256747315
4887,Kochi,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,2.321406847234633,Maruti,Vitara,South,1,Maruti Vitara,0.07091346153846154
4888,Kochi,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1.6582280766035324,Honda,Amaze,South,3,Honda Amaze,0.06582109479305741
4889,Hyderabad,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,3.8066624897703196,Mercedes-Benz,M-Class,South,5,Mercedes-Benz M-Class,0.09482034531031264
4890,Ahmedabad,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0.9932517730102834,Hyundai,i20,West,9,Hyundai i20,0.06446991404011461
4891,Coimbatore,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.220829921392359,Hyundai,i10,South,6,Hyundai i10,0.06266114180478821
4892,Hyderabad,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1.7387102481382397,Maruti,Swift,South,5,Maruti Swift,0.05929487179487179
4893,Kochi,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,4.06971028126374,BMW,Z4,South,1,BMW Z4,0.1027190332326284
4894,Hyderabad,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,2.128231705849268,Maruti,Baleno,South,2,Maruti Baleno,0.05929487179487179
4895,Hyderabad,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,0.9162907318741551,Chevrolet,Beat,South,7,Chevrolet Beat,0.06153846153846154
4896,Pune,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.1786549963416462,Honda,Brio,West,7,Honda Brio,0.07245409015025041
4897,Mumbai,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,1.1786549963416462,Ford,Figo,West,5,Ford Figo,0.04864188706218728
4898,Pune,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1.4469189829363254,Maruti,Celerio,West,3,Maruti Celerio,0.06717434869739479
4899,Jaipur,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,2.917770732084279,Mercedes-Benz,New,North,5,Mercedes-Benz New,0.07932804479701354
4900,Hyderabad,71000,Petrol,Automatic,First,17.0,1086.0,62.279310344827586,5.0,0.8754687373538999,Hyundai,Santro,South,12,Hyundai Santro,0.057347431256747315
4901,Jaipur,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.4469189829363254,Honda,Brio,North,4,Honda Brio,0.07245409015025041
4902,Mumbai,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,2.180417459019838,Maruti,Baleno,West,1,Maruti Baleno,0.06942355889724311
4903,Coimbatore,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.4206957878372228,Hyundai,EON,South,5,Hyundai EON,0.06781326781326781
4905,Hyderabad,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,1.9459101490553132,Hyundai,i20,South,4,Hyundai i20,0.06446991404011461
4906,Hyderabad,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,3.4965075614664802,Ford,Endeavour,South,1,Ford Endeavour,0.06160100062539087
4907,Ahmedabad,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,2.302585092994046,Honda,City,West,2,Honda City,0.0783567134268537
4908,Kochi,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,1.2612978709452054,Maruti,SX4,South,7,Maruti SX4,0.07115384615384615
4909,Jaipur,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,0.30010459245033816,Chevrolet,Optra,North,12,Chevrolet Optra,0.06414267834793493
4910,Delhi,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1.5040773967762742,Volkswagen,Vento,North,6,Volkswagen Vento,0.06483103879849812
4911,Pune,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,1.589235205116581,Honda,City,West,7,Honda City,0.07768871075484302
4912,Kochi,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2.506341930508065,Hyundai,Creta,South,3,Hyundai Creta,0.0797724399494311
4913,Mumbai,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,1.3837912309017721,Hyundai,Xcent,West,5,Hyundai Xcent,0.06339285714285714
4914,Mumbai,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,3.849083205654272,Mercedes-Benz,GLC,West,2,Mercedes-Benz GLC,0.07932804479701354
4915,Hyderabad,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,1.33500106673234,Ford,Figo,South,4,Ford Figo,0.04860614724803431
4916,Ahmedabad,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,1.9095425048844386,Volkswagen,Jetta,West,6,Volkswagen Jetta,0.055379746835443035
4917,Coimbatore,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,2.169053700369523,Mahindra,TUV,South,2,Mahindra TUV,0.06697923643670463
4918,Chennai,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,1.6486586255873816,Ford,Ecosport,South,6,Ford Ecosport,0.0733822548365577
4919,Kochi,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,2.130609828254235,Hyundai,Verna,South,2,Hyundai Verna,0.07624135763670647
4920,Pune,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,1.0986122886681098,Maruti,Wagon,West,5,Maruti Wagon,0.05827655310621242
4921,Mumbai,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.749199854809259,Hyundai,i20,West,3,Hyundai i20,0.06836257309941521
4922,Kolkata,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,2.277267285009756,Audi,A4,East,11,Audi A4,0.07154471544715447
4923,Delhi,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,1.252762968495368,Nissan,Micra,North,4,Nissan Micra,0.05595993322203673
4924,Jaipur,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,3.4011973816621555,Mercedes-Benz,M-Class,North,5,Mercedes-Benz M-Class,0.09482034531031264
4925,Delhi,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,3.5553480614894135,Others,Rover,North,2,Others Rover,0.067691601652134
4926,Coimbatore,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,2.583997552432231,Hyundai,Creta,South,1,Hyundai Creta,0.07624135763670647
4927,Mumbai,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,1.2947271675944,Skoda,Rapid,West,6,Skoda Rapid,0.06476846057571965
4928,Jaipur,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1.6582280766035324,Maruti,Swift,North,4,Maruti Swift,0.05929487179487179
4929,Delhi,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,2.272125885509337,Hyundai,Creta,North,3,Hyundai Creta,0.07624135763670647
4930,Coimbatore,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1.6505798557652755,Hyundai,Grand,South,2,Hyundai Grand,0.0625
4931,Pune,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,1.840549633397487,Mahindra,TUV,West,3,Mahindra TUV,0.06697923643670463
4932,Kochi,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1.5518087995974639,Hyundai,Grand,South,5,Hyundai Grand,0.0625
4933,Chennai,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,3.332204510175204,BMW,X5,South,8,BMW X5,0.08185766789174741
4934,Coimbatore,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,2.124653884501384,Maruti,Dzire,South,1,Maruti Dzire,0.05909455128205128
4935,Delhi,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,2.6390573296152584,Toyota,Fortuner,North,7,Toyota Fortuner,0.05650570087189805
4936,Hyderabad,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3.58351893845611,Audi,A6,South,4,Audi A6,0.08858231707317074
4937,Pune,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,1.8562979903656263,Honda,Jazz,West,4,Honda Jazz,0.06582109479305741
4938,Coimbatore,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,3.945264339207948,Audi,Q7,South,4,Audi Q7,0.08108369617803579
4939,Jaipur,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,2.0794415416798357,Mahindra,Scorpio,North,5,Mahindra Scorpio,0.05507113354749885
4940,Hyderabad,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,2.2823823856765264,Chevrolet,Cruze,South,7,Chevrolet Cruze,0.07428427925665496
4941,Hyderabad,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,0.9932517730102834,Chevrolet,Beat,South,7,Chevrolet Beat,0.06153846153846154
4942,Coimbatore,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,3.193352867637115,Audi,A4,South,5,Audi A4,0.09539634146341464
4943,Kochi,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,2.2741856184723477,Skoda,Rapid,South,1,Skoda Rapid,0.06478097622027534
4944,Pune,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1.6094379124341003,Maruti,Swift,West,5,Maruti Swift,0.05929487179487179
4945,Pune,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,2.3513752571634776,Toyota,Fortuner,West,10,Toyota Fortuner,0.05734406438631791
4946,Jaipur,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,1.3609765531356006,Maruti,Swift,North,7,Maruti Swift,0.05929487179487179
4947,Coimbatore,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.7316555451583497,Honda,City,South,7,Honda City,0.0788243152972612
4948,Mumbai,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,3.3995293245614584,Mercedes-Benz,M-Class,West,7,Mercedes-Benz M-Class,0.09482034531031264
4949,Bangalore,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1.0986122886681098,Maruti,Swift,South,11,Maruti Swift,0.06009615384615385
4950,Kolkata,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,1.791759469228055,Ford,Aspire,East,2,Ford Aspire,0.06608811748998665
4951,Mumbai,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0.7466879474879751,Hyundai,i10,West,10,Hyundai i10,0.06591478696741855
4952,Kolkata,47000,Petrol,Manual,First,14.6,1172.0,67.0,5.0,0.3987761199573678,Others,Punto,East,9,Others Punto,0.05716723549488054
4953,Jaipur,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.4054651081081644,Maruti,Alto,North,8,Maruti Alto,0.05816582914572864
4954,Coimbatore,62601,Diesel,Manual,First,23.59,1364.0,76.90978723404255,5.0,1.541159071680806,Toyota,Etios,South,6,Toyota Etios,0.0563854745117614
4955,Bangalore,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,1.0473189942805592,Maruti,Swift,South,13,Maruti Swift,0.0683375104427736
4956,Coimbatore,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,3.5157158351047473,Mercedes-Benz,New,South,2,Mercedes-Benz New,0.07932804479701354
4957,Hyderabad,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,-0.09431067947124129,Tata,Indica,South,8,Tata Indica,0.03782234957020057
4958,Jaipur,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,0.883767540168595,Maruti,Alto,North,5,Maruti Alto,0.059422110552763814
4959,Kolkata,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,1.1786549963416462,Skoda,Superb,East,14,Skoda Superb,0.06968603392277156
4960,Kolkata,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1.0296194171811581,Volkswagen,Polo,East,6,Volkswagen Polo,0.06168614357262104
4961,Coimbatore,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,2.1162555148025524,Maruti,Dzire,South,0,Maruti Dzire,0.0683375104427736
4962,Bangalore,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,1.6582280766035324,Mahindra,Scorpio,South,9,Mahindra Scorpio,0.05507113354749885
4963,Jaipur,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,1.0647107369924282,Maruti,Swift,North,9,Maruti Swift,0.06009615384615385
4964,Pune,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2.70805020110221,BMW,3,West,6,BMW 3,0.09223057644110276
4965,Jaipur,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,-0.6348782724359695,Tata,Nano,North,7,Tata Nano,0.06009615384615385
4966,Mumbai,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,2.5257286443082556,Toyota,Innova,West,5,Toyota Innova,0.040096230954290296
4967,Mumbai,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,1.0116009116784799,Honda,Brio,West,7,Honda Brio,0.07245409015025041
4968,Pune,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,1.6094379124341003,Tata,Tiago,West,1,Tata Tiago,0.06991659716430358
4969,Kochi,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,1.958685340544036,Mahindra,Scorpio,South,5,Mahindra Scorpio,0.05507113354749885
4970,Hyderabad,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,2.995232148512309,BMW,5,South,8,BMW 5,0.10927318295739348
4971,Mumbai,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,2.3749057545736716,Toyota,Corolla,West,5,Toyota Corolla,0.06392961876832845
4972,Mumbai,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,2.2460147415056513,Honda,City,West,3,Honda City,0.0783567134268537
4973,Hyderabad,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,1.0647107369924282,Hyundai,Verna,South,11,Hyundai Verna,0.0797724399494311
4974,Kolkata,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1.547562508716013,Maruti,Swift,East,4,Maruti Swift,0.05929487179487179
4975,Coimbatore,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,1.9615022438151495,Maruti,Ciaz,South,3,Maruti Ciaz,0.0663510560815732
4976,Jaipur,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1.8325814637483102,Ford,Ecosport,North,5,Ford Ecosport,0.05997329773030708
4977,Hyderabad,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,0.7884573603642703,Maruti,Alto,South,8,Maruti Alto,0.06723446893787574
4978,Kochi,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,2.1815467646169897,Honda,Amaze,South,0,Honda Amaze,0.07402835696413679
4979,Delhi,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,2.2300144001592104,Mahindra,XUV500,North,4,Mahindra XUV500,0.06424965580541533
